,Date,Open,High,Low,Close,Adj Close,Volume,ticker
58,2018-03-27,1572.400024,1575.969971,1482.319946,1497.050049,1497.050049,6999600,AMZN
59,2018-03-28,1447.0,1455.900024,1386.170044,1431.420044,1431.420044,13705300,AMZN
60,2018-03-29,1406.0,1455.469971,1365.199951,1447.339966,1447.339966,12581100,AMZN
61,2018-04-02,1417.619995,1421.359985,1355.0,1371.98999,1371.98999,10463600,AMZN
62,2018-04-03,1391.380005,1414.0,1355.329956,1392.050049,1392.050049,10231200,AMZN
63,2018-04-04,1358.23999,1415.390015,1352.880005,1410.569946,1410.569946,6982300,AMZN
64,2018-04-05,1441.98999,1459.560059,1427.069946,1451.75,1451.75,6413500,AMZN
65,2018-04-06,1429.969971,1452.5,1400.26001,1405.22998,1405.22998,5882300,AMZN
66,2018-04-09,1425.030029,1438.47998,1402.569946,1406.079956,1406.079956,4208200,AMZN
67,2018-04-10,1431.98999,1438.380005,1415.699951,1436.219971,1436.219971,4254100,AMZN
68,2018-04-11,1439.439941,1448.780029,1424.890015,1427.050049,1427.050049,3582500,AMZN
69,2018-04-12,1439.5,1452.119995,1435.060059,1448.5,1448.5,3135000,AMZN
70,2018-04-13,1449.140015,1459.780029,1424.52002,1430.790039,1430.790039,3685300,AMZN
71,2018-04-16,1445.0,1447.0,1427.47998,1441.5,1441.5,2808600,AMZN
72,2018-04-17,1462.300049,1507.189941,1457.02002,1503.829956,1503.829956,5114400,AMZN
73,2018-04-18,1514.650024,1533.800049,1504.109985,1527.839966,1527.839966,5227500,AMZN
74,2018-04-19,1543.219971,1568.52002,1539.060059,1556.910034,1556.910034,6523700,AMZN
75,2018-04-20,1561.199951,1561.199951,1516.089966,1527.48999,1527.48999,5541600,AMZN
76,2018-04-23,1546.689941,1548.0,1503.410034,1517.859985,1517.859985,4465400,AMZN
77,2018-04-24,1535.800049,1539.5,1448.449951,1460.089966,1460.089966,7494700,AMZN
78,2018-04-25,1458.0,1469.98999,1415.02002,1460.170044,1460.170044,6587300,AMZN
79,2018-04-26,1485.01001,1529.420044,1478.5,1517.959961,1517.959961,8801100,AMZN
80,2018-04-27,1634.01001,1638.099976,1567.390015,1572.619995,1572.619995,13053200,AMZN
81,2018-04-30,1582.5,1596.0,1560.939941,1566.130005,1566.130005,5464100,AMZN
82,2018-05-01,1563.219971,1585.0,1552.180054,1582.26001,1582.26001,4572100,AMZN
83,2018-05-02,1580.97998,1588.5,1566.359985,1569.680054,1569.680054,4360300,AMZN
84,2018-05-03,1560.01001,1574.800049,1546.02002,1572.079956,1572.079956,4251900,AMZN
85,2018-05-04,1562.449951,1584.900024,1562.189941,1580.949951,1580.949951,3443600,AMZN
86,2018-05-07,1589.339966,1606.949951,1587.829956,1600.140015,1600.140015,3801900,AMZN
87,2018-05-08,1595.0,1596.880005,1582.51001,1592.390015,1592.390015,3067900,AMZN
88,2018-05-09,1600.0,1608.0,1592.0,1608.0,1608.0,3637300,AMZN
89,2018-05-10,1608.47998,1615.599976,1603.439941,1609.079956,1609.079956,2817500,AMZN
90,2018-05-11,1610.98999,1611.099976,1597.890015,1602.910034,1602.910034,2263900,AMZN
91,2018-05-14,1604.0,1611.180054,1600.050049,1601.540039,1601.540039,2509500,AMZN
92,2018-05-15,1587.800049,1587.800049,1565.219971,1576.119995,1576.119995,5077500,AMZN
93,2018-05-16,1577.5,1594.430054,1576.670044,1587.280029,1587.280029,2570600,AMZN
94,2018-05-17,1580.560059,1594.040039,1573.0,1581.76001,1581.76001,2147600,AMZN
95,2018-05-18,1581.329956,1583.589966,1572.099976,1574.369995,1574.369995,2642600,AMZN
96,2018-05-21,1585.0,1592.050049,1575.0,1585.459961,1585.459961,2925200,AMZN
97,2018-05-22,1589.890015,1589.890015,1575.25,1581.400024,1581.400024,2115600,AMZN
98,2018-05-23,1571.050049,1601.859985,1566.339966,1601.859985,1601.859985,3361900,AMZN
99,2018-05-24,1598.030029,1608.23999,1588.380005,1603.069946,1603.069946,3430000,AMZN
100,2018-05-25,1603.0,1614.119995,1600.449951,1610.150024,1610.150024,2698400,AMZN
101,2018-05-29,1600.709961,1621.790039,1600.150024,1612.869995,1612.869995,3846500,AMZN
102,2018-05-30,1618.099976,1626.0,1612.930054,1624.890015,1624.890015,2907400,AMZN
103,2018-05-31,1623.0,1635.0,1621.349976,1629.619995,1629.619995,3166300,AMZN
104,2018-06-01,1637.030029,1646.72998,1635.089966,1641.540039,1641.540039,3313400,AMZN
105,2018-06-04,1648.900024,1665.680054,1645.48999,1665.27002,1665.27002,3187700,AMZN
106,2018-06-05,1672.98999,1699.0,1670.060059,1696.349976,1696.349976,4782200,AMZN
107,2018-06-06,1704.51001,1714.5,1686.469971,1695.75,1695.75,5473200,AMZN
108,2018-06-07,1698.560059,1699.900024,1676.109985,1689.300049,1689.300049,3765700,AMZN
109,2018-06-08,1681.119995,1689.439941,1673.01001,1683.98999,1683.98999,2955100,AMZN
110,2018-06-11,1681.51001,1694.23999,1680.589966,1689.119995,1689.119995,2335500,AMZN
111,2018-06-12,1693.0,1699.51001,1691.52002,1698.75,1698.75,2259200,AMZN
112,2018-06-13,1702.810059,1713.75,1700.119995,1704.859985,1704.859985,3327500,AMZN
113,2018-06-14,1713.47998,1724.800049,1708.869995,1723.859985,1723.859985,3174400,AMZN
114,2018-06-15,1714.0,1720.869995,1708.52002,1715.969971,1715.969971,4777600,AMZN
115,2018-06-18,1706.26001,1726.73999,1702.560059,1723.790039,1723.790039,3107700,AMZN
116,2018-06-19,1709.040039,1736.109985,1700.390015,1734.780029,1734.780029,4290100,AMZN
117,2018-06-20,1742.5,1762.930054,1741.359985,1750.079956,1750.079956,4332600,AMZN
118,2018-06-21,1760.0,1763.099976,1717.560059,1730.219971,1730.219971,4941100,AMZN
119,2018-06-22,1742.619995,1743.0,1711.900024,1715.670044,1715.670044,4075100,AMZN
120,2018-06-25,1702.51001,1705.0,1646.310059,1663.150024,1663.150024,7511200,AMZN
121,2018-06-26,1672.369995,1701.569946,1663.339966,1691.089966,1691.089966,4386600,AMZN
122,2018-06-27,1708.109985,1711.949951,1660.0,1660.51001,1660.51001,4872200,AMZN
123,2018-06-28,1672.540039,1705.5,1661.170044,1701.449951,1701.449951,4529700,AMZN
124,2018-06-29,1717.0,1723.410034,1694.319946,1699.800049,1699.800049,4543500,AMZN
125,2018-07-02,1682.699951,1713.890015,1678.060059,1713.780029,1713.780029,3185700,AMZN
126,2018-07-03,1723.959961,1725.0,1692.47998,1693.959961,1693.959961,2177300,AMZN
127,2018-07-05,1705.380005,1710.689941,1682.150024,1699.72998,1699.72998,2983100,AMZN
128,2018-07-06,1696.0,1715.27002,1691.670044,1710.630005,1710.630005,2650300,AMZN
129,2018-07-09,1724.050049,1739.560059,1716.22998,1739.02002,1739.02002,3012000,AMZN
130,2018-07-10,1738.530029,1750.0,1731.0,1743.069946,1743.069946,3002900,AMZN
131,2018-07-11,1737.98999,1756.959961,1734.0,1755.0,1755.0,3209800,AMZN
132,2018-07-12,1764.51001,1798.0,1762.180054,1796.619995,1796.619995,4532700,AMZN
133,2018-07-13,1803.930054,1815.300049,1795.22998,1813.030029,1813.030029,4383200,AMZN
134,2018-07-16,1821.949951,1841.949951,1814.449951,1822.48999,1822.48999,5466200,AMZN
135,2018-07-17,1811.560059,1851.689941,1797.380005,1843.930054,1843.930054,5682900,AMZN
136,2018-07-18,1848.0,1858.880005,1831.27002,1842.920044,1842.920044,4861900,AMZN
137,2018-07-19,1829.459961,1841.0,1811.27002,1812.969971,1812.969971,4676900,AMZN
138,2018-07-20,1825.01001,1834.839966,1810.060059,1813.699951,1813.699951,3884400,AMZN
139,2018-07-23,1812.209961,1819.0,1769.98999,1802.0,1802.0,3888500,AMZN
140,2018-07-24,1829.01001,1840.0,1809.380005,1829.23999,1829.23999,4278700,AMZN
141,2018-07-25,1829.300049,1863.839966,1822.640015,1863.609985,1863.609985,3738200,AMZN
142,2018-07-26,1839.0,1844.680054,1804.5,1808.0,1808.0,9924400,AMZN
143,2018-07-27,1876.050049,1880.050049,1806.530029,1817.27002,1817.27002,9681000,AMZN
144,2018-07-30,1827.329956,1829.5,1766.02002,1779.219971,1779.219971,6562300,AMZN
145,2018-07-31,1786.48999,1801.829956,1739.319946,1777.439941,1777.439941,5738700,AMZN
146,2018-08-01,1784.0,1798.439941,1776.02002,1797.170044,1797.170044,4153100,AMZN
147,2018-08-02,1788.77002,1836.560059,1786.0,1834.329956,1834.329956,4354700,AMZN
148,2018-08-03,1837.73999,1841.0,1821.5,1823.290039,1823.290039,3460500,AMZN
149,2018-08-06,1825.810059,1847.77002,1818.920044,1847.75,1847.75,3391800,AMZN
150,2018-08-07,1854.530029,1869.719971,1846.27002,1862.47998,1862.47998,3377500,AMZN
151,2018-08-08,1861.0,1891.51001,1854.5,1886.52002,1886.52002,3963000,AMZN
152,2018-08-09,1882.0,1914.569946,1877.47998,1898.52002,1898.52002,4860400,AMZN
153,2018-08-10,1888.51001,1899.5,1878.209961,1886.300049,1886.300049,3639900,AMZN
154,2018-08-13,1898.5,1925.0,1893.670044,1896.199951,1896.199951,5531500,AMZN
155,2018-08-14,1919.390015,1921.01001,1900.0,1919.650024,1919.650024,3986100,AMZN
156,2018-08-15,1909.550049,1916.209961,1869.790039,1882.619995,1882.619995,7700700,AMZN
157,2018-08-16,1903.939941,1905.0,1883.550049,1886.52002,1886.52002,3957100,AMZN
158,2018-08-17,1885.800049,1888.0,1855.550049,1882.219971,1882.219971,4104300,AMZN
159,2018-08-20,1890.569946,1891.75,1866.060059,1876.709961,1876.709961,2862000,AMZN
160,2018-08-21,1880.0,1897.75,1874.410034,1883.420044,1883.420044,3105600,AMZN
161,2018-08-22,1876.640015,1905.800049,1876.640015,1904.900024,1904.900024,3080500,AMZN
162,2018-08-23,1907.170044,1919.5,1900.76001,1902.900024,1902.900024,3563000,AMZN
163,2018-08-24,1910.51001,1916.01001,1902.540039,1905.390015,1905.390015,2800900,AMZN
164,2018-08-27,1915.0,1927.699951,1909.280029,1927.680054,1927.680054,3569000,AMZN
165,2018-08-28,1937.72998,1941.780029,1928.819946,1932.819946,1932.819946,3100700,AMZN
166,2018-08-29,1953.449951,1998.689941,1948.939941,1998.099976,1998.099976,6531800,AMZN
167,2018-08-30,1997.420044,2025.569946,1986.900024,2002.380005,2002.380005,7277300,AMZN
168,2018-08-31,2007.0,2022.380005,2004.73999,2012.709961,2012.709961,4204400,AMZN
169,2018-09-04,2026.5,2050.5,2013.0,2039.51001,2039.51001,5721100,AMZN
170,2018-09-05,2038.109985,2040.380005,1989.890015,1994.819946,1994.819946,8220600,AMZN
171,2018-09-06,2006.51001,2007.5,1935.209961,1958.310059,1958.310059,7488700,AMZN
172,2018-09-07,1938.709961,1975.199951,1937.349976,1952.069946,1952.069946,4892600,AMZN
173,2018-09-10,1971.0,1973.040039,1931.52002,1939.01001,1939.01001,4544800,AMZN
174,2018-09-11,1928.27002,1988.880005,1917.0,1987.150024,1987.150024,5033600,AMZN
175,2018-09-12,1994.0,2000.0,1962.439941,1990.0,1990.0,4414000,AMZN
176,2018-09-13,2000.0,2008.76001,1982.030029,1989.869995,1989.869995,3621500,AMZN
177,2018-09-14,1992.930054,1993.650024,1959.219971,1970.189941,1970.189941,3642000,AMZN
178,2018-09-17,1954.72998,1956.819946,1887.410034,1908.030029,1908.030029,7050200,AMZN
179,2018-09-18,1918.650024,1958.199951,1915.439941,1941.050049,1941.050049,4268700,AMZN
180,2018-09-19,1940.5,1940.829956,1904.900024,1926.420044,1926.420044,4056800,AMZN
181,2018-09-20,1938.579956,1955.0,1932.25,1944.300049,1944.300049,3154900,AMZN
182,2018-09-21,1954.219971,1957.310059,1910.5,1915.01001,1915.01001,6855900,AMZN
183,2018-09-24,1903.790039,1936.880005,1865.0,1934.359985,1934.359985,4213700,AMZN
184,2018-09-25,1942.900024,1975.910034,1938.849976,1974.550049,1974.550049,4538400,AMZN
185,2018-09-26,1968.5,1995.25,1961.52002,1974.849976,1974.849976,4313500,AMZN
186,2018-09-27,1993.23999,2016.160034,1988.579956,2012.97998,2012.97998,4329400,AMZN
187,2018-09-28,2004.410034,2026.52002,1996.459961,2003.0,2003.0,4085100,AMZN
188,2018-10-01,2021.98999,2033.189941,2003.599976,2004.359985,2004.359985,3460500,AMZN
189,2018-10-02,1999.98999,2013.390015,1965.77002,1971.310059,1971.310059,5400700,AMZN
190,2018-10-03,1981.699951,1989.699951,1949.810059,1952.76001,1952.76001,5253100,AMZN
191,2018-10-04,1949.0,1956.0,1896.569946,1909.420044,1909.420044,7257000,AMZN
192,2018-10-05,1917.98999,1929.079956,1862.829956,1889.650024,1889.650024,6822300,AMZN
193,2018-10-08,1874.0,1902.0,1830.660034,1864.420044,1864.420044,7393200,AMZN
194,2018-10-09,1859.98999,1896.680054,1852.319946,1870.319946,1870.319946,4772900,AMZN
195,2018-10-10,1857.890015,1858.560059,1754.410034,1755.25,1755.25,10988900,AMZN
196,2018-10-11,1724.0,1755.400024,1685.099976,1719.359985,1719.359985,13935900,AMZN
197,2018-10-12,1808.0,1808.949951,1742.530029,1788.609985,1788.609985,9444600,AMZN
198,2018-10-15,1795.0,1795.050049,1734.22998,1760.949951,1760.949951,6437200,AMZN
199,2018-10-16,1783.5,1823.880005,1761.550049,1819.959961,1819.959961,5859900,AMZN
200,2018-10-17,1842.790039,1845.0,1807.0,1831.72998,1831.72998,5295200,AMZN
201,2018-10-18,1821.48999,1830.150024,1767.869995,1770.719971,1770.719971,5874000,AMZN
202,2018-10-19,1785.160034,1809.099976,1753.0,1764.030029,1764.030029,5907200,AMZN
203,2018-10-22,1784.0,1809.5,1756.0,1789.300049,1789.300049,4500000,AMZN
204,2018-10-23,1742.23999,1776.339966,1714.0,1768.699951,1768.699951,6723900,AMZN
205,2018-10-24,1773.699951,1777.709961,1656.560059,1664.199951,1664.199951,6928400,AMZN
206,2018-10-25,1703.339966,1794.810059,1692.01001,1782.170044,1782.170044,10285700,AMZN
207,2018-10-26,1649.589966,1698.459961,1603.0,1642.810059,1642.810059,14963800,AMZN
208,2018-10-29,1660.0,1665.73999,1495.0,1538.880005,1538.880005,13866100,AMZN
209,2018-10-30,1486.160034,1540.98999,1476.359985,1530.420044,1530.420044,12460100,AMZN
210,2018-10-31,1569.98999,1623.910034,1565.089966,1598.01001,1598.01001,9390200,AMZN
211,2018-11-01,1623.530029,1670.449951,1598.439941,1665.530029,1665.530029,8135500,AMZN
212,2018-11-02,1678.589966,1697.439941,1651.829956,1665.530029,1665.530029,6955500,AMZN
213,2018-11-05,1657.569946,1658.089966,1596.359985,1627.800049,1627.800049,5624700,AMZN
214,2018-11-06,1618.349976,1665.0,1614.550049,1642.810059,1642.810059,4257400,AMZN
215,2018-11-07,1673.0,1759.22998,1664.079956,1755.48999,1755.48999,8192200,AMZN
216,2018-11-08,1755.0,1784.0,1725.109985,1754.910034,1754.910034,6534900,AMZN
217,2018-11-09,1732.5,1743.920044,1701.869995,1712.430054,1712.430054,5902200,AMZN
218,2018-11-12,1698.23999,1708.550049,1630.01001,1636.849976,1636.849976,6806200,AMZN
219,2018-11-13,1649.290039,1677.060059,1613.75,1631.170044,1631.170044,5933300,AMZN
220,2018-11-14,1656.319946,1673.0,1597.069946,1599.01001,1599.01001,6486900,AMZN
221,2018-11-15,1581.01001,1624.819946,1546.51001,1619.439941,1619.439941,8427300,AMZN
222,2018-11-16,1587.5,1614.47998,1573.119995,1593.410034,1593.410034,6066100,AMZN
223,2018-11-19,1577.01001,1581.189941,1503.359985,1512.290039,1512.290039,7790000,AMZN
224,2018-11-20,1437.5,1534.75,1420.0,1495.459961,1495.459961,10878800,AMZN
225,2018-11-21,1542.98999,1550.0,1515.0,1516.72998,1516.72998,5716800,AMZN
226,2018-11-23,1517.0,1536.199951,1501.810059,1502.060059,1502.060059,2707600,AMZN
227,2018-11-26,1539.0,1584.810059,1524.219971,1581.329956,1581.329956,6257700,AMZN
228,2018-11-27,1575.98999,1597.650024,1558.01001,1581.420044,1581.420044,5783200,AMZN
229,2018-11-28,1613.920044,1681.449951,1601.219971,1677.75,1677.75,8458700,AMZN
230,2018-11-29,1674.98999,1689.98999,1652.329956,1673.569946,1673.569946,6613200,AMZN
231,2018-11-30,1679.5,1696.0,1666.5,1690.170044,1690.170044,5761800,AMZN
232,2018-12-03,1769.459961,1778.339966,1730.0,1772.359985,1772.359985,6862300,AMZN
233,2018-12-04,1756.0,1770.339966,1665.0,1668.400024,1668.400024,8694500,AMZN
234,2018-12-06,1614.869995,1701.050049,1609.849976,1699.189941,1699.189941,8789400,AMZN
235,2018-12-07,1705.069946,1718.930054,1625.459961,1629.130005,1629.130005,7576100,AMZN
236,2018-12-10,1623.839966,1657.98999,1590.869995,1641.030029,1641.030029,7494800,AMZN
237,2018-12-11,1678.0,1679.469971,1619.599976,1643.23999,1643.23999,6244700,AMZN
238,2018-12-12,1669.0,1704.98999,1660.27002,1663.540039,1663.540039,6598000,AMZN
239,2018-12-13,1680.0,1692.119995,1641.5,1658.380005,1658.380005,5271300,AMZN
240,2018-12-14,1638.0,1642.569946,1585.0,1591.910034,1591.910034,6367200,AMZN
241,2018-12-17,1566.0,1576.130005,1505.01001,1520.910034,1520.910034,8829800,AMZN
242,2018-12-18,1540.0,1567.550049,1523.01001,1551.47998,1551.47998,6523000,AMZN
243,2018-12-19,1543.050049,1584.530029,1483.180054,1495.079956,1495.079956,8792200,AMZN
244,2018-12-20,1484.0,1509.5,1432.689941,1460.829956,1460.829956,9991800,AMZN
245,2018-12-21,1464.98999,1480.0,1363.959961,1377.449951,1377.449951,13640300,AMZN
246,2018-12-24,1346.0,1396.030029,1307.0,1343.959961,1343.959961,7220000,AMZN
247,2018-12-26,1368.890015,1473.160034,1363.01001,1470.900024,1470.900024,10411800,AMZN
248,2018-12-27,1454.199951,1469.0,1390.310059,1461.640015,1461.640015,9722000,AMZN
249,2018-12-28,1473.349976,1513.469971,1449.0,1478.02002,1478.02002,8829000,AMZN
250,2018-12-31,1510.800049,1520.76001,1487.0,1501.969971,1501.969971,6954500,AMZN
251,2019-01-02,1465.199951,1553.359985,1460.930054,1539.130005,1539.130005,7983100,AMZN
252,2019-01-03,1520.01001,1538.0,1497.109985,1500.280029,1500.280029,6975600,AMZN
253,2019-01-04,1530.0,1594.0,1518.310059,1575.390015,1575.390015,9182600,AMZN
254,2019-01-07,1602.310059,1634.560059,1589.189941,1629.51001,1629.51001,7993200,AMZN
255,2019-01-08,1664.689941,1676.609985,1616.609985,1656.579956,1656.579956,8881400,AMZN
256,2019-01-09,1652.97998,1667.800049,1641.400024,1659.420044,1659.420044,6348800,AMZN
257,2019-01-10,1641.01001,1663.25,1621.619995,1656.219971,1656.219971,6507700,AMZN
258,2019-01-11,1640.550049,1660.290039,1636.219971,1640.560059,1640.560059,4686200,AMZN
259,2019-01-14,1615.0,1648.199951,1595.150024,1617.209961,1617.209961,6005900,AMZN
260,2019-01-15,1632.0,1675.160034,1626.01001,1674.560059,1674.560059,5998500,AMZN
261,2019-01-16,1684.219971,1705.0,1675.880005,1683.780029,1683.780029,6366900,AMZN
262,2019-01-17,1680.0,1700.170044,1677.5,1693.219971,1693.219971,4208900,AMZN
263,2019-01-18,1712.0,1716.199951,1691.540039,1696.199951,1696.199951,6020500,AMZN
264,2019-01-22,1681.0,1681.869995,1610.199951,1632.170044,1632.170044,6416800,AMZN
265,2019-01-23,1656.0,1657.430054,1612.0,1640.02002,1640.02002,5225200,AMZN
266,2019-01-24,1641.069946,1657.26001,1631.780029,1654.930054,1654.930054,4089900,AMZN
267,2019-01-25,1670.5,1683.47998,1661.609985,1670.569946,1670.569946,4945900,AMZN
268,2019-01-28,1643.589966,1645.0,1614.089966,1637.890015,1637.890015,4837700,AMZN
269,2019-01-29,1631.27002,1632.380005,1590.719971,1593.880005,1593.880005,4632800,AMZN
270,2019-01-30,1623.0,1676.949951,1619.680054,1670.430054,1670.430054,5783800,AMZN
271,2019-01-31,1692.849976,1736.410034,1679.079956,1718.72998,1718.72998,10910300,AMZN
272,2019-02-01,1638.880005,1673.060059,1622.01001,1626.22998,1626.22998,11506200,AMZN
273,2019-02-04,1623.0,1649.630005,1613.5,1633.310059,1633.310059,4929100,AMZN
274,2019-02-05,1643.339966,1665.26001,1642.5,1658.810059,1658.810059,4453100,AMZN
275,2019-02-06,1670.75,1672.26001,1633.339966,1640.26001,1640.26001,3939900,AMZN
276,2019-02-07,1625.0,1625.540039,1592.910034,1614.369995,1614.369995,4626600,AMZN
277,2019-02-08,1586.0,1588.589966,1566.76001,1588.219971,1588.219971,5657500,AMZN
278,2019-02-11,1600.97998,1609.290039,1586.0,1591.0,1591.0,3317300,AMZN
279,2019-02-12,1604.0,1639.400024,1598.880005,1638.01001,1638.01001,4858600,AMZN
280,2019-02-13,1647.0,1656.380005,1637.109985,1640.0,1640.0,3560300,AMZN
281,2019-02-14,1624.5,1637.900024,1606.060059,1622.650024,1622.650024,4120500,AMZN
282,2019-02-15,1627.859985,1628.910034,1604.5,1607.949951,1607.949951,4343900,AMZN
283,2019-02-19,1601.0,1634.0,1600.560059,1627.579956,1627.579956,3681700,AMZN
284,2019-02-20,1630.0,1634.930054,1610.119995,1622.099976,1622.099976,3337600,AMZN
285,2019-02-21,1619.849976,1623.560059,1600.910034,1619.439941,1619.439941,3483400,AMZN
286,2019-02-22,1623.5,1634.939941,1621.170044,1631.560059,1631.560059,3096200,AMZN
287,2019-02-25,1641.449951,1654.599976,1630.390015,1633.0,1633.0,3184500,AMZN
288,2019-02-26,1625.97998,1639.98999,1616.130005,1636.400024,1636.400024,2665800,AMZN
289,2019-02-27,1628.180054,1641.810059,1615.099976,1641.089966,1641.089966,3148800,AMZN
290,2019-02-28,1635.25,1651.77002,1633.829956,1639.829956,1639.829956,3025900,AMZN
291,2019-03-01,1655.130005,1674.26001,1651.0,1671.72998,1671.72998,4974900,AMZN
292,2019-03-04,1685.0,1709.430054,1674.359985,1696.170044,1696.170044,6167400,AMZN
293,2019-03-05,1702.949951,1707.800049,1689.01001,1692.430054,1692.430054,3681500,AMZN
294,2019-03-06,1695.969971,1697.75,1668.280029,1668.949951,1668.949951,3996000,AMZN
295,2019-03-07,1667.369995,1669.75,1620.51001,1625.949951,1625.949951,4957000,AMZN
